trialnum	subject	basicShape	numObjects	speed	initialDirRing0	orderCorrect	trialDurTotal	numTargets	whichIsTargetEachRing0	whichIsTargetEachRing1	whichIsTargetEachRing2	ringToQuery	Direction0	Direction1	Direction2	respAdj0	respAdj1	respAdj2	rev0_0	rev0_1	rev0_2	rev0_3	rev1_0	rev1_1	rev1_2	rev1_3	rev2_0	rev2_1	rev2_2	rev2_3	timingBlips
96	M13b	circle	4	0.48	-1	3 	 2.282507012783417 	 2 	 3.0	1.0	2.0	0	-1	1	-1	-0.0	-999	-999	2.4185 	-999	-999	-999	2.5943 	-999	-999	-999	2.1084 	3.021 	-999	-999	62
97	M13b	circle	8	0.51	-1	0 	 2.8988559641576708 	 3 	 5.0	4.0	3.0	1	-1	1	-1	-999	-1.0	-999	2.6202 	4.0965 	-999	-999	2.2719 	2.886 	3.8427 	-999	2.3442 	3.8276 	-999	-999	152
98	M13b	circle	8	0.72	1	3 	 2.5798073120461176 	 2 	 2.0	5.0	1.0	1	1	-1	-1	-999	0.0	-999	1.8105 	3.0366 	-999	-999	1.9092 	3.2928 	-999	-999	2.145 	3.2696 	-999	-999	134
99	M13b	circle	8	0.45	-1	0 	 2.4128684804575253 	 2 	 3.0	7.0	2.0	0	-1	1	-1	1.0	-999	-999	2.1288 	3.4262 	-999	-999	2.486 	3.3245 	-999	-999	1.8363 	3.3042 	-999	-999	125
100	M13b	circle	8	0.32	-1	3 	 2.4921681230476747 	 3 	 1.0	4.0	3.0	0	-1	1	-1	0.0	-999	-999	1.9987 	3.2857 	-999	-999	1.9663 	3.2057 	-999	-999	2.0882 	3.1562 	-999	-999	129
101	M13b	circle	8	0.32	1	0 	 2.6233126078601017 	 2 	 3.0	2.0	3.0	2	1	-1	-1	-999	-999	1.0	1.7397 	2.2992 	2.9801 	-999	2.1911 	2.8248 	-999	-999	2.1177 	2.8726 	-999	-999	136
102	M13b	circle	8	0.32	1	3 	 2.7449457502133905 	 3 	 7.0	7.0	4.0	2	1	-1	-1	-999	-999	0.0	2.226 	3.6284 	-999	-999	1.8658 	2.4199 	3.3776 	-999	2.3814 	3.0752 	-999	-999	144
103	M13b	circle	4	0.61	-1	3 	 2.2888096515261593 	 3 	 2.0	2.0	0.0	1	-1	1	-1	-999	0.0	-999	2.6182 	-999	-999	-999	2.6517 	-999	-999	-999	2.4764 	-999	-999	-999	58
104	M13b	circle	4	0.33	-1	0 	 2.763444939246992 	 3 	 0.0	0.0	1.0	2	-1	1	-1	-999	-999	1.0	2.6212 	3.6064 	-999	-999	2.2472 	2.9639 	-999	-999	2.0441 	3.3904 	-999	-999	70
105	M13b	circle	8	0.72	-1	0 	 2.429315640010368 	 2 	 1.0	7.0	1.0	0	-1	1	-1	2.0	-999	-999	2.4486 	3.1013 	-999	-999	2.3509 	3.2729 	-999	-999	2.1873 	3.2935 	-999	-999	125
